ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP02411,CUST88975,2024-05-26,Activation,Call,Internet speed is very good and stable.,Positive,0.52
COMP02412,CUST33809,2024-11-28,Coverage,Call,I am satisfied with the service quality.,Positive,0.78
COMP02413,CUST39622,2024-03-05,Speed,Twitter,Activation was smooth and hassle free.,Positive,0.56
COMP02414,CUST45669,2024-06-22,Activation,App,The plan is too expensive for the service provided.,Negative,-0.38
COMP02415,CUST70672,2024-10-14,Billing,Call,Network is very poor in my area.,Negative,-0.68
COMP02416,CUST86639,2025-07-25,Customer Service,App,Internet speed is very good and stable.,Positive,0.4
COMP02417,CUST76488,2024-01-16,Speed,App,Activation was smooth and hassle free.,Positive,0.87
COMP02418,CUST23038,2024-03-29,Network,Call,Calls keep dropping frequently.,Negative,-0.91
COMP02419,CUST57426,2025-03-30,Coverage,Email,eSIM activation failed multiple times.,Negative,-0.65
COMP02420,CUST86456,2024-03-13,Network,Email,Internet speed is extremely slow.,Negative,-0.43
COMP02421,CUST51056,2024-11-01,Plans,Twitter,The network quality has improved a lot recently.,Positive,0.43
COMP02422,CUST17718,2024-11-22,Coverage,Web,Network is very poor in my area.,Negative,-0.51
COMP02423,CUST27695,2024-01-13,Network,Email,Customer support was average.,Neutral,-0.04
COMP02424,CUST42554,2025-06-08,Billing,App,The plan is too expensive for the service provided.,Negative,-0.33
COMP02425,CUST89333,2024-06-15,Billing,Call,I am being charged incorrectly every month.,Negative,-0.99
COMP02426,CUST66552,2025-07-23,Billing,Call,Internet speed is acceptable.,Neutral,0.12
COMP02427,CUST64842,2024-09-27,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.96
COMP02428,CUST43842,2025-08-22,Portability,Twitter,Customer service never responds properly.,Negative,-0.64
COMP02429,CUST63743,2024-01-09,Network,Twitter,The network quality has improved a lot recently.,Positive,0.67
COMP02430,CUST49592,2024-10-13,Customer Service,App,The plan is too expensive for the service provided.,Negative,-0.47
COMP02431,CUST62738,2025-09-17,Network,Web,eSIM activation failed multiple times.,Negative,-0.77
COMP02432,CUST95085,2025-01-31,Customer Service,Web,Customer support was average.,Neutral,0.12
COMP02433,CUST68198,2025-09-06,Billing,App,Billing was clear and transparent this month.,Positive,0.55
COMP02434,CUST99647,2024-08-30,Activation,App,The plan offers great value for money.,Positive,0.92
COMP02435,CUST60552,2024-08-02,Plans,Email,The network quality has improved a lot recently.,Positive,0.55
COMP02436,CUST78689,2024-07-06,Network,Call,The network quality has improved a lot recently.,Positive,0.52
COMP02437,CUST11259,2024-03-10,Plans,Call,Internet speed is extremely slow.,Negative,-0.33
COMP02438,CUST97721,2025-04-22,Billing,Twitter,The plan offers great value for money.,Positive,0.65
COMP02439,CUST82191,2025-02-16,Billing,Twitter,The network quality has improved a lot recently.,Positive,0.92
COMP02440,CUST42941,2025-09-08,Customer Service,Email,Activation was smooth and hassle free.,Positive,0.35
COMP02441,CUST13171,2025-03-22,Speed,Web,Service is neither good nor bad.,Neutral,0.14
COMP02442,CUST20483,2024-04-17,Activation,Call,Calls keep dropping frequently.,Negative,-0.67
COMP02443,CUST77083,2025-02-22,Portability,App,Customer service never responds properly.,Negative,-0.73
COMP02444,CUST12276,2024-07-19,Plans,Twitter,Customer service never responds properly.,Negative,-0.35
COMP02445,CUST62695,2024-05-16,Speed,App,Activation was smooth and hassle free.,Positive,0.5
COMP02446,CUST67133,2025-04-14,Plans,Twitter,I am being charged incorrectly every month.,Negative,-0.66
COMP02447,CUST19710,2025-03-18,Coverage,Call,Activation took some time.,Neutral,0.15
COMP02448,CUST37627,2025-03-16,Billing,Call,Internet speed is very good and stable.,Positive,0.92
COMP02449,CUST94868,2024-08-17,Network,Call,I am being charged incorrectly every month.,Negative,-0.6
COMP02450,CUST27824,2025-06-27,Billing,Email,Customer support resolved my issue quickly.,Positive,0.65
COMP02451,CUST83496,2024-11-22,Customer Service,Call,Internet speed is very good and stable.,Positive,0.81
COMP02452,CUST65311,2024-06-22,Activation,Web,Plan is okay compared to others.,Neutral,0.1
COMP02453,CUST61236,2024-09-22,Billing,Web,Customer support resolved my issue quickly.,Positive,0.57
COMP02454,CUST53292,2024-10-09,Activation,App,The network quality has improved a lot recently.,Positive,0.89
COMP02455,CUST86764,2024-09-10,Billing,Call,Calls keep dropping frequently.,Negative,-0.83
COMP02456,CUST67200,2024-08-17,Activation,Twitter,Calls keep dropping frequently.,Negative,-0.49
COMP02457,CUST97273,2024-04-15,Speed,Web,Network is very poor in my area.,Negative,-0.94
COMP02458,CUST66752,2025-03-12,Plans,Email,Network works fine but could be better.,Neutral,0.07
COMP02459,CUST16665,2025-06-16,Billing,Web,Internet speed is very good and stable.,Positive,0.4
COMP02460,CUST33796,2024-11-01,Portability,Call,The plan offers great value for money.,Positive,0.83
COMP02461,CUST98672,2024-12-15,Billing,Web,Service is neither good nor bad.,Neutral,0.17
COMP02462,CUST27477,2025-06-21,Network,Call,Customer support resolved my issue quickly.,Positive,0.67
COMP02463,CUST53250,2024-09-15,Portability,Web,Internet speed is very good and stable.,Positive,0.66
COMP02464,CUST54534,2024-06-07,Billing,Twitter,Network is very poor in my area.,Negative,-0.72
COMP02465,CUST34061,2025-02-01,Speed,Call,Network works fine but could be better.,Neutral,-0.03
COMP02466,CUST25847,2024-11-27,Plans,Twitter,I am being charged incorrectly every month.,Negative,-0.95
COMP02467,CUST90784,2025-06-19,Portability,Call,Activation took some time.,Neutral,-0.15
COMP02468,CUST11432,2024-09-05,Portability,Email,"Billing is okay, nothing special.",Neutral,0.09
COMP02469,CUST69039,2024-06-11,Billing,App,Customer support was average.,Neutral,0.1
COMP02470,CUST57282,2025-05-30,Plans,Email,Activation was smooth and hassle free.,Positive,0.62
COMP02471,CUST36087,2025-02-28,Portability,Twitter,Plan is okay compared to others.,Neutral,0.09
COMP02472,CUST94751,2024-10-30,Customer Service,Web,Customer support was average.,Neutral,-0.09
COMP02473,CUST15848,2024-08-10,Coverage,Call,Customer support resolved my issue quickly.,Positive,0.69
COMP02474,CUST12616,2025-02-10,Customer Service,Web,Activation took some time.,Neutral,-0.09
COMP02475,CUST98331,2025-04-22,Plans,Web,Service is neither good nor bad.,Neutral,0.18
COMP02476,CUST33329,2025-06-29,Speed,Web,Customer support resolved my issue quickly.,Positive,0.61
COMP02477,CUST76086,2025-07-17,Plans,Email,The plan is too expensive for the service provided.,Negative,-0.88
COMP02478,CUST58447,2024-03-22,Network,App,Network is very poor in my area.,Negative,-0.63
COMP02479,CUST69471,2024-08-27,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.52
COMP02480,CUST91254,2024-09-04,Network,Twitter,Activation took some time.,Neutral,0.04
COMP02481,CUST79155,2025-04-29,Billing,Twitter,Service is neither good nor bad.,Neutral,0.02
COMP02482,CUST26455,2025-05-31,Speed,Twitter,Service is neither good nor bad.,Neutral,0.17
COMP02483,CUST51829,2025-07-20,Portability,App,Plan is okay compared to others.,Neutral,0.14
COMP02484,CUST11418,2024-02-13,Portability,Call,I am satisfied with the service quality.,Positive,0.68
COMP02485,CUST55367,2025-08-10,Billing,App,Service is neither good nor bad.,Neutral,-0.05
COMP02486,CUST69208,2024-04-24,Billing,App,Activation was smooth and hassle free.,Positive,0.42
COMP02487,CUST65816,2024-09-26,Plans,Twitter,"Billing is okay, nothing special.",Neutral,0.18
COMP02488,CUST99308,2024-08-13,Activation,Email,Customer support resolved my issue quickly.,Positive,0.51
COMP02489,CUST49026,2024-02-07,Coverage,Call,Network works fine but could be better.,Neutral,-0.19
COMP02490,CUST88481,2024-09-19,Billing,Web,Internet speed is acceptable.,Neutral,0.08
COMP02491,CUST37704,2024-11-28,Portability,Web,The plan offers great value for money.,Positive,0.57
COMP02492,CUST19624,2025-09-05,Portability,App,The network quality has improved a lot recently.,Positive,0.6
COMP02493,CUST91359,2025-02-11,Billing,Call,Activation was smooth and hassle free.,Positive,0.94
COMP02494,CUST36920,2024-12-04,Customer Service,App,Customer support was average.,Neutral,0.12
COMP02495,CUST31758,2024-02-18,Speed,Email,Service is neither good nor bad.,Neutral,0.1
COMP02496,CUST30939,2024-04-04,Plans,Call,Network works fine but could be better.,Neutral,-0.19
COMP02497,CUST80152,2024-01-17,Portability,Twitter,I am being charged incorrectly every month.,Negative,-0.68
COMP02498,CUST17870,2024-10-20,Billing,Email,eSIM activation failed multiple times.,Negative,-0.98
COMP02499,CUST17852,2025-09-19,Plans,App,The plan is too expensive for the service provided.,Negative,-0.47
COMP02500,CUST55207,2024-08-14,Activation,Email,Internet speed is very good and stable.,Positive,0.53
COMP02501,CUST58262,2024-05-31,Activation,Call,Billing was clear and transparent this month.,Positive,0.38
COMP02502,CUST54154,2024-10-17,Speed,Call,Plan is okay compared to others.,Neutral,-0.0
COMP02503,CUST38514,2024-01-16,Plans,Web,Service is neither good nor bad.,Neutral,0.1
COMP02504,CUST69138,2024-05-03,Plans,Web,The plan is too expensive for the service provided.,Negative,-0.87
COMP02505,CUST96749,2025-06-16,Speed,Call,The network quality has improved a lot recently.,Positive,0.57
COMP02506,CUST71348,2025-09-25,Speed,App,I am being charged incorrectly every month.,Negative,-0.84
COMP02507,CUST92458,2025-08-12,Billing,Email,The network quality has improved a lot recently.,Positive,0.74
COMP02508,CUST64759,2024-02-21,Billing,Web,Plan is okay compared to others.,Neutral,0.06
COMP02509,CUST60454,2024-11-20,Network,Web,Plan is okay compared to others.,Neutral,-0.08
COMP02510,CUST55087,2024-05-26,Portability,App,I am being charged incorrectly every month.,Negative,-0.7
COMP02511,CUST84160,2024-11-27,Network,Call,Activation was smooth and hassle free.,Positive,0.76
COMP02512,CUST18749,2024-02-08,Network,App,Customer support resolved my issue quickly.,Positive,0.87
COMP02513,CUST58890,2025-02-14,Plans,Call,Billing was clear and transparent this month.,Positive,0.83
COMP02514,CUST76596,2025-01-23,Plans,Email,The plan is too expensive for the service provided.,Negative,-0.95
COMP02515,CUST49797,2024-05-11,Speed,App,The plan is too expensive for the service provided.,Negative,-0.67
COMP02516,CUST36533,2024-07-15,Portability,Web,The plan offers great value for money.,Positive,0.95
COMP02517,CUST66267,2025-05-06,Coverage,Twitter,The network quality has improved a lot recently.,Positive,0.47
COMP02518,CUST11781,2025-03-26,Speed,App,Network is very poor in my area.,Negative,-0.93
COMP02519,CUST51533,2024-03-02,Portability,Twitter,"Billing is okay, nothing special.",Neutral,-0.01
COMP02520,CUST40622,2024-05-03,Billing,Twitter,Activation took some time.,Neutral,0.07
COMP02521,CUST31049,2024-01-12,Activation,Twitter,Network is very poor in my area.,Negative,-0.68
COMP02522,CUST21561,2025-07-21,Speed,Email,I am satisfied with the service quality.,Positive,0.49
COMP02523,CUST95141,2024-07-01,Billing,Call,"Billing is okay, nothing special.",Neutral,0.15
COMP02524,CUST76126,2024-09-19,Portability,App,I am satisfied with the service quality.,Positive,0.62
COMP02525,CUST75282,2025-03-30,Activation,App,eSIM activation failed multiple times.,Negative,-0.91
COMP02526,CUST26084,2024-02-09,Billing,Twitter,I am satisfied with the service quality.,Positive,0.81
COMP02527,CUST58765,2024-11-30,Speed,Web,Customer service never responds properly.,Negative,-0.64
COMP02528,CUST32375,2024-12-26,Speed,Call,Customer service never responds properly.,Negative,-0.91
COMP02529,CUST91935,2025-05-17,Plans,Call,Network works fine but could be better.,Neutral,0.19
COMP02530,CUST41496,2024-01-22,Billing,Email,Internet speed is extremely slow.,Negative,-0.58
COMP02531,CUST96449,2024-06-19,Portability,App,Billing was clear and transparent this month.,Positive,0.94
COMP02532,CUST54743,2025-07-30,Network,Email,Service is neither good nor bad.,Neutral,-0.14
COMP02533,CUST50239,2025-09-26,Coverage,App,The plan is too expensive for the service provided.,Negative,-0.38
COMP02534,CUST74498,2024-05-15,Network,Email,The plan offers great value for money.,Positive,0.38
COMP02535,CUST84244,2024-05-06,Customer Service,App,Customer service never responds properly.,Negative,-0.81
COMP02536,CUST15865,2025-01-03,Billing,App,Internet speed is acceptable.,Neutral,-0.16
COMP02537,CUST47582,2024-03-17,Portability,Email,Internet speed is very good and stable.,Positive,0.36
COMP02538,CUST99205,2025-02-18,Speed,App,Activation was smooth and hassle free.,Positive,0.59
COMP02539,CUST57781,2024-11-22,Activation,Web,Customer service never responds properly.,Negative,-0.39
COMP02540,CUST67653,2025-01-16,Portability,Email,"Billing is okay, nothing special.",Neutral,-0.02
COMP02541,CUST66543,2025-01-04,Activation,Twitter,I am being charged incorrectly every month.,Negative,-0.33
COMP02542,CUST14387,2024-07-19,Billing,Twitter,Customer support was average.,Neutral,-0.11
COMP02543,CUST26822,2025-01-19,Plans,Call,The plan is too expensive for the service provided.,Negative,-0.96
COMP02544,CUST20040,2024-11-23,Plans,Twitter,eSIM activation failed multiple times.,Negative,-0.56
COMP02545,CUST67029,2025-06-26,Speed,Twitter,Internet speed is acceptable.,Neutral,-0.11
COMP02546,CUST54482,2025-08-26,Plans,Call,The network quality has improved a lot recently.,Positive,1.0
COMP02547,CUST35333,2024-06-10,Network,Web,Activation took some time.,Neutral,-0.04
COMP02548,CUST17777,2025-09-13,Activation,Twitter,Calls keep dropping frequently.,Negative,-0.64
COMP02549,CUST87587,2025-03-15,Activation,Web,Customer support resolved my issue quickly.,Positive,0.44
COMP02550,CUST91903,2024-08-23,Customer Service,Call,I am being charged incorrectly every month.,Negative,-0.64
COMP02551,CUST55398,2025-03-27,Plans,App,Plan is okay compared to others.,Neutral,-0.2
COMP02552,CUST46286,2024-07-15,Coverage,Call,"Billing is okay, nothing special.",Neutral,0.03
COMP02553,CUST19201,2024-07-30,Speed,App,Calls keep dropping frequently.,Negative,-0.92
COMP02554,CUST90789,2025-04-15,Portability,Twitter,Customer support was average.,Neutral,-0.16
COMP02555,CUST41745,2025-04-19,Plans,Email,Activation was smooth and hassle free.,Positive,0.5
COMP02556,CUST33410,2025-07-20,Activation,Web,The network quality has improved a lot recently.,Positive,0.38
COMP02557,CUST88615,2024-11-10,Network,Email,Service is neither good nor bad.,Neutral,0.15
COMP02558,CUST67431,2024-11-09,Coverage,Twitter,Service is neither good nor bad.,Neutral,0.09
COMP02559,CUST57663,2025-06-24,Billing,Twitter,Activation was smooth and hassle free.,Positive,0.71
COMP02560,CUST13963,2025-08-18,Activation,Call,I am satisfied with the service quality.,Positive,0.76
COMP02561,CUST73768,2025-09-13,Plans,Twitter,The plan offers great value for money.,Positive,0.5
COMP02562,CUST19879,2024-11-03,Activation,Web,Activation took some time.,Neutral,-0.19
COMP02563,CUST24992,2024-08-06,Speed,Call,Network is very poor in my area.,Negative,-0.81
COMP02564,CUST56188,2024-12-23,Network,Call,Customer service never responds properly.,Negative,-0.96
COMP02565,CUST54311,2025-09-19,Network,Web,"Billing is okay, nothing special.",Neutral,-0.08
COMP02566,CUST76399,2025-08-19,Portability,Email,I am satisfied with the service quality.,Positive,0.58
COMP02567,CUST32046,2024-01-09,Billing,Call,Internet speed is extremely slow.,Negative,-0.48
COMP02568,CUST97321,2025-08-08,Activation,Twitter,I am being charged incorrectly every month.,Negative,-0.9
COMP02569,CUST28425,2025-02-14,Speed,Web,Internet speed is very good and stable.,Positive,0.39
COMP02570,CUST57574,2025-05-08,Plans,Web,Internet speed is very good and stable.,Positive,0.81
COMP02571,CUST59323,2024-04-09,Plans,Email,eSIM activation failed multiple times.,Negative,-0.89
COMP02572,CUST22410,2024-11-29,Network,Web,Internet speed is acceptable.,Neutral,0.16
COMP02573,CUST69290,2024-07-18,Speed,App,Activation was smooth and hassle free.,Positive,0.36
COMP02574,CUST70969,2024-05-22,Network,App,Activation was smooth and hassle free.,Positive,0.48
COMP02575,CUST16430,2025-04-12,Customer Service,Call,Customer service never responds properly.,Negative,-0.96
COMP02576,CUST70810,2024-11-30,Network,Email,I am being charged incorrectly every month.,Negative,-0.78
COMP02577,CUST20606,2025-09-18,Network,Web,Internet speed is acceptable.,Neutral,-0.11
COMP02578,CUST95823,2025-04-24,Portability,Twitter,Activation took some time.,Neutral,0.14
COMP02579,CUST22088,2024-06-29,Coverage,Call,Network works fine but could be better.,Neutral,-0.03
COMP02580,CUST22944,2024-11-13,Coverage,Call,The network quality has improved a lot recently.,Positive,0.79
COMP02581,CUST31502,2024-09-20,Coverage,App,Activation was smooth and hassle free.,Positive,0.4
COMP02582,CUST59421,2025-06-03,Speed,Call,Internet speed is acceptable.,Neutral,0.03
COMP02583,CUST48005,2024-05-12,Activation,Email,Activation took some time.,Neutral,-0.15
COMP02584,CUST97783,2024-11-13,Speed,Call,Billing was clear and transparent this month.,Positive,0.94
COMP02585,CUST36883,2024-01-14,Billing,Call,Service is neither good nor bad.,Neutral,0.2
COMP02586,CUST78382,2024-10-07,Customer Service,Call,Customer service never responds properly.,Negative,-0.7
COMP02587,CUST30727,2024-12-30,Activation,Email,Customer service never responds properly.,Negative,-0.38
COMP02588,CUST46825,2024-11-07,Billing,Email,Customer support resolved my issue quickly.,Positive,0.39
COMP02589,CUST95353,2024-01-04,Customer Service,Call,Customer support resolved my issue quickly.,Positive,0.5
COMP02590,CUST85108,2024-02-28,Speed,Email,Plan is okay compared to others.,Neutral,-0.04
COMP02591,CUST82125,2025-09-10,Billing,Email,eSIM activation failed multiple times.,Negative,-0.85
COMP02592,CUST26688,2025-08-15,Speed,Call,I am satisfied with the service quality.,Positive,0.61
COMP02593,CUST53438,2025-08-23,Speed,Web,"Billing is okay, nothing special.",Neutral,-0.03
COMP02594,CUST53657,2024-06-18,Coverage,Call,Activation was smooth and hassle free.,Positive,0.73
COMP02595,CUST99493,2024-06-30,Portability,Web,Customer support was average.,Neutral,-0.15
COMP02596,CUST51369,2024-08-29,Network,Twitter,The network quality has improved a lot recently.,Positive,0.37
COMP02597,CUST86511,2025-08-03,Speed,Web,Activation was smooth and hassle free.,Positive,0.68
COMP02598,CUST70607,2024-04-01,Activation,Email,The plan offers great value for money.,Positive,0.54
COMP02599,CUST89122,2024-01-24,Activation,Call,Activation took some time.,Neutral,-0.01
COMP02600,CUST12810,2024-08-31,Customer Service,App,Activation was smooth and hassle free.,Positive,0.5
COMP02601,CUST13712,2024-09-30,Customer Service,Email,Network is very poor in my area.,Negative,-0.86
COMP02602,CUST41104,2025-03-29,Activation,Call,The plan offers great value for money.,Positive,0.68
COMP02603,CUST39466,2025-06-18,Speed,Call,Internet speed is very good and stable.,Positive,0.36
COMP02604,CUST42946,2024-02-18,Plans,Email,I am being charged incorrectly every month.,Negative,-0.98
COMP02605,CUST65713,2024-11-08,Coverage,App,The network quality has improved a lot recently.,Positive,0.74
COMP02606,CUST89583,2025-01-06,Customer Service,Call,The plan offers great value for money.,Positive,0.85
COMP02607,CUST38435,2024-12-13,Network,Twitter,The plan is too expensive for the service provided.,Negative,-0.75
COMP02608,CUST42001,2024-09-15,Billing,Twitter,Service is neither good nor bad.,Neutral,0.01
COMP02609,CUST74419,2024-11-25,Coverage,Twitter,Network works fine but could be better.,Neutral,-0.1
COMP02610,CUST96391,2024-12-21,Coverage,Twitter,The network quality has improved a lot recently.,Positive,0.88
COMP02611,CUST56388,2024-03-13,Customer Service,Call,The network quality has improved a lot recently.,Positive,0.47
COMP02612,CUST13622,2025-03-06,Billing,Twitter,Network works fine but could be better.,Neutral,-0.13
COMP02613,CUST84466,2024-07-22,Speed,Twitter,Internet speed is extremely slow.,Negative,-0.5
COMP02614,CUST10950,2024-09-06,Coverage,Email,Network is very poor in my area.,Negative,-0.61
COMP02615,CUST13666,2024-06-19,Activation,Web,Plan is okay compared to others.,Neutral,-0.19
COMP02616,CUST64195,2024-02-20,Portability,Twitter,"Billing is okay, nothing special.",Neutral,-0.15
COMP02617,CUST22457,2024-10-17,Network,Call,Activation was smooth and hassle free.,Positive,0.84
COMP02618,CUST39395,2024-02-13,Speed,Email,Internet speed is extremely slow.,Negative,-0.96
COMP02619,CUST86833,2024-08-23,Coverage,Email,Internet speed is acceptable.,Neutral,0.18
COMP02620,CUST97734,2024-04-23,Network,App,Billing was clear and transparent this month.,Positive,0.9
COMP02621,CUST21257,2024-05-30,Portability,Twitter,Customer support was average.,Neutral,-0.09
COMP02622,CUST46651,2025-05-04,Customer Service,Email,Customer support resolved my issue quickly.,Positive,0.66
COMP02623,CUST75378,2024-11-04,Speed,Call,Customer service never responds properly.,Negative,-0.97
COMP02624,CUST68226,2024-06-27,Portability,Call,Internet speed is extremely slow.,Negative,-0.89
COMP02625,CUST71195,2025-08-18,Portability,App,Billing was clear and transparent this month.,Positive,0.65
COMP02626,CUST54296,2025-01-29,Activation,Call,Internet speed is acceptable.,Neutral,-0.16
COMP02627,CUST16613,2024-08-19,Portability,App,I am being charged incorrectly every month.,Negative,-0.57
COMP02628,CUST63908,2024-11-22,Customer Service,Email,Service is neither good nor bad.,Neutral,-0.16
COMP02629,CUST53880,2024-10-05,Plans,Email,Network works fine but could be better.,Neutral,-0.11
COMP02630,CUST35881,2025-06-05,Customer Service,App,Internet speed is acceptable.,Neutral,0.18
COMP02631,CUST13343,2024-10-18,Network,Email,I am satisfied with the service quality.,Positive,0.33
COMP02632,CUST19327,2025-06-08,Billing,Twitter,The plan offers great value for money.,Positive,0.77
COMP02633,CUST78011,2025-03-25,Billing,Web,"Billing is okay, nothing special.",Neutral,-0.15
COMP02634,CUST25449,2024-12-16,Network,Email,Service is neither good nor bad.,Neutral,0.01
COMP02635,CUST35316,2025-04-23,Activation,Twitter,Internet speed is acceptable.,Neutral,0.06
COMP02636,CUST97831,2025-08-16,Portability,App,The plan offers great value for money.,Positive,0.34
COMP02637,CUST97272,2024-03-18,Coverage,Call,Network works fine but could be better.,Neutral,-0.06
COMP02638,CUST80542,2024-06-17,Network,Email,Service is neither good nor bad.,Neutral,0.2
COMP02639,CUST71701,2024-12-18,Speed,Web,eSIM activation failed multiple times.,Negative,-0.43
COMP02640,CUST19993,2024-04-08,Activation,Call,Calls keep dropping frequently.,Negative,-0.92
COMP02641,CUST42530,2025-02-16,Network,App,The network quality has improved a lot recently.,Positive,0.52
COMP02642,CUST27051,2024-02-01,Plans,Web,Service is neither good nor bad.,Neutral,-0.17
COMP02643,CUST84520,2024-12-31,Customer Service,App,Billing was clear and transparent this month.,Positive,0.97
COMP02644,CUST50441,2024-07-16,Billing,Call,The network quality has improved a lot recently.,Positive,0.94
COMP02645,CUST53630,2024-05-29,Plans,App,Network works fine but could be better.,Neutral,-0.15
COMP02646,CUST51199,2024-02-22,Speed,Email,I am being charged incorrectly every month.,Negative,-0.33
COMP02647,CUST17647,2025-06-27,Billing,App,I am satisfied with the service quality.,Positive,0.44
COMP02648,CUST82012,2024-11-25,Plans,Call,Service is neither good nor bad.,Neutral,-0.18
COMP02649,CUST98323,2024-11-20,Billing,Call,The network quality has improved a lot recently.,Positive,0.86
COMP02650,CUST63372,2024-12-16,Customer Service,App,Activation took some time.,Neutral,0.1
COMP02651,CUST49204,2025-05-25,Speed,Email,Customer support was average.,Neutral,-0.14
COMP02652,CUST35984,2024-11-06,Coverage,Email,Activation was smooth and hassle free.,Positive,0.45
COMP02653,CUST54040,2025-05-24,Billing,Web,Internet speed is acceptable.,Neutral,-0.14
COMP02654,CUST21243,2025-02-01,Portability,Twitter,I am satisfied with the service quality.,Positive,0.49
COMP02655,CUST43810,2024-11-22,Speed,App,Plan is okay compared to others.,Neutral,-0.06
COMP02656,CUST69742,2024-02-11,Activation,Web,Network is very poor in my area.,Negative,-0.4
COMP02657,CUST68177,2024-08-31,Coverage,Web,Activation was smooth and hassle free.,Positive,0.67
COMP02658,CUST69006,2024-11-12,Plans,Twitter,Internet speed is very good and stable.,Positive,0.6
COMP02659,CUST34007,2024-06-22,Customer Service,Email,Network is very poor in my area.,Negative,-0.61
COMP02660,CUST59435,2025-05-05,Speed,App,The network quality has improved a lot recently.,Positive,0.59
COMP02661,CUST58093,2024-05-17,Customer Service,Web,"Billing is okay, nothing special.",Neutral,-0.09
COMP02662,CUST57770,2024-08-19,Portability,App,Network works fine but could be better.,Neutral,0.09
COMP02663,CUST47033,2024-08-16,Customer Service,Twitter,Service is neither good nor bad.,Neutral,0.14
COMP02664,CUST72083,2024-11-28,Activation,Twitter,I am being charged incorrectly every month.,Negative,-1.0
COMP02665,CUST79474,2024-10-13,Portability,Twitter,The plan offers great value for money.,Positive,0.34
COMP02666,CUST97595,2025-05-10,Speed,Email,The plan is too expensive for the service provided.,Negative,-0.77
COMP02667,CUST64212,2025-01-21,Customer Service,Call,Billing was clear and transparent this month.,Positive,0.54
COMP02668,CUST88452,2025-05-25,Portability,Email,Service is neither good nor bad.,Neutral,0.04
COMP02669,CUST53813,2025-08-20,Activation,App,I am being charged incorrectly every month.,Negative,-0.99
COMP02670,CUST19604,2024-09-16,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.87
COMP02671,CUST67090,2024-06-24,Plans,Call,Network is very poor in my area.,Negative,-0.71
COMP02672,CUST28982,2024-04-10,Speed,Email,Customer support was average.,Neutral,0.03
COMP02673,CUST62150,2025-09-22,Customer Service,App,I am satisfied with the service quality.,Positive,0.51
COMP02674,CUST64547,2025-08-28,Portability,App,Activation took some time.,Neutral,0.19
COMP02675,CUST73275,2024-07-01,Portability,Twitter,Internet speed is acceptable.,Neutral,0.13
COMP02676,CUST13056,2024-05-09,Customer Service,Email,eSIM activation failed multiple times.,Negative,-0.53
COMP02677,CUST58849,2024-04-27,Plans,Web,Internet speed is acceptable.,Neutral,-0.14
COMP02678,CUST47089,2025-04-01,Speed,Call,Activation was smooth and hassle free.,Positive,0.32
COMP02679,CUST88923,2025-06-01,Customer Service,App,I am satisfied with the service quality.,Positive,0.79
COMP02680,CUST77973,2024-06-30,Activation,App,Customer service never responds properly.,Negative,-0.99
COMP02681,CUST74326,2025-09-01,Coverage,Call,Internet speed is extremely slow.,Negative,-0.4
COMP02682,CUST97647,2024-03-29,Speed,Twitter,The plan is too expensive for the service provided.,Negative,-0.62
COMP02683,CUST94475,2025-05-12,Portability,App,Network is very poor in my area.,Negative,-0.66
COMP02684,CUST41458,2024-08-26,Coverage,App,"Billing is okay, nothing special.",Neutral,-0.08
COMP02685,CUST24871,2025-06-18,Activation,Call,eSIM activation failed multiple times.,Negative,-0.6
COMP02686,CUST18750,2024-05-02,Speed,Call,Plan is okay compared to others.,Neutral,0.19
COMP02687,CUST32447,2025-05-05,Billing,Twitter,The plan is too expensive for the service provided.,Negative,-0.4
COMP02688,CUST33683,2024-08-12,Activation,Twitter,Customer support resolved my issue quickly.,Positive,0.4
COMP02689,CUST67380,2025-01-29,Coverage,App,Billing was clear and transparent this month.,Positive,0.78
COMP02690,CUST62492,2025-06-29,Portability,Call,"Billing is okay, nothing special.",Neutral,-0.03
COMP02691,CUST20789,2025-07-02,Portability,Twitter,Internet speed is acceptable.,Neutral,0.12
COMP02692,CUST48633,2025-03-21,Customer Service,Twitter,Network works fine but could be better.,Neutral,0.07
COMP02693,CUST95532,2024-01-04,Network,App,Billing was clear and transparent this month.,Positive,0.66
COMP02694,CUST27359,2025-08-15,Portability,Call,Network works fine but could be better.,Neutral,-0.06
COMP02695,CUST83067,2024-10-25,Speed,Web,I am being charged incorrectly every month.,Negative,-0.5
COMP02696,CUST88018,2024-03-30,Plans,Web,The plan offers great value for money.,Positive,0.6
COMP02697,CUST55457,2025-04-22,Network,Twitter,Network is very poor in my area.,Negative,-0.68
COMP02698,CUST93561,2025-08-11,Plans,Call,Network works fine but could be better.,Neutral,-0.13
COMP02699,CUST81114,2025-01-20,Customer Service,Email,Customer support was average.,Neutral,0.0
COMP02700,CUST71461,2024-05-04,Speed,Web,Network works fine but could be better.,Neutral,0.05
COMP02701,CUST61607,2025-07-30,Plans,Email,Network works fine but could be better.,Neutral,0.2
COMP02702,CUST12823,2024-03-13,Billing,Email,The network quality has improved a lot recently.,Positive,0.44
