ComplaintID,CustomerID,Date,IssueCategory,Channel,ComplaintText,Sentiment
COMP0002572,CUST102442,2024-09-28,Portability,Email,Porting code (UPC) not received. Please resolve ASAP.,Neutral
COMP0002573,CUST102444,2025-04-11,Activation,Web,Port-in request stuck at activation.,Negative
COMP0002574,CUST102444,2024-09-15,Customer_Service,App,Agent promised a callback that never came. Kindly look into this.,Neutral
COMP0002575,CUST102444,2025-09-10,Network,Twitter,Network keeps disconnecting frequently.,Negative
COMP0002576,CUST102445,2025-09-30,Value,Call,Competitors offer more data for less. Please resolve ASAP.,Positive
COMP0002577,CUST102448,2024-01-11,Speed,Call,Downloads are extremely slow in the evening. Kindly look into this.,Negative
COMP0002578,CUST102449,2024-08-25,Value,Twitter,Plan price is too high for the benefits. Kindly look into this.,Negative
COMP0002579,CUST102451,2024-02-08,Coverage,Email,No bars in the office basement. Please resolve ASAP.,Negative
COMP0002580,CUST102451,2025-10-19,Value,App,Competitors offer more data for less. Please resolve ASAP.,Negative
COMP0002581,CUST102451,2024-08-22,Coverage,App,Poor coverage in my neighborhood.,Negative
COMP0002582,CUST102452,2024-12-28,Portability,App,Need help to port to your network. Kindly look into this.,Neutral
COMP0002583,CUST102454,2025-08-12,Billing,Call,Why are fees so high this cycle?,Neutral
COMP0002584,CUST102456,2025-06-23,Customer_Service,Web,Long wait times when I call customer care. Please resolve ASAP.,Negative
COMP0002585,CUST102457,2025-08-21,Value,Call,Not satisfied with the value of the service. Kindly look into this.,Negative
COMP0002586,CUST102457,2025-08-30,Billing,Email,My bill is incorrect this month. Kindly look into this.,Negative
COMP0002587,CUST102458,2025-02-09,Billing,Call,I was double charged and need a refund.,Negative
COMP0002588,CUST102459,2025-10-23,Customer_Service,Web,Support is not responding to tickets.,Negative
COMP0002589,CUST102461,2025-04-17,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0002590,CUST102461,2025-08-27,Speed,App,Streaming keeps buffering.,Negative
COMP0002591,CUST102461,2025-02-19,Coverage,Call,No bars in the office basement.,Neutral
COMP0002592,CUST102463,2024-01-16,Value,Call,Competitors offer more data for less.,Neutral
COMP0002593,CUST102463,2024-03-03,Speed,Email,Speed fluctuates a lot while working. Please resolve ASAP.,Neutral
COMP0002594,CUST102464,2025-01-28,Portability,App,Port request denied without reason.,Negative
COMP0002595,CUST102465,2025-07-25,Customer_Service,Email,Long wait times when I call customer care.,Neutral
COMP0002596,CUST102465,2024-12-09,Speed,Email,Internet speed is far below plan speed.,Negative
COMP0002597,CUST102466,2024-08-23,Billing,Call,Unexpected charges on my account.,Negative
COMP0002598,CUST102466,2025-07-21,Billing,Call,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0002599,CUST102466,2025-10-20,Activation,Call,eSIM activation failed twice. Requesting a quick fix.,Negative
COMP0002600,CUST102467,2024-07-28,Speed,Call,Internet speed is far below plan speed. Kindly look into this.,Positive
COMP0002601,CUST102467,2024-05-10,Activation,App,KYC done but still not activated. Kindly look into this.,Negative
COMP0002602,CUST102467,2024-02-23,Speed,Email,Streaming keeps buffering. Requesting a quick fix.,Neutral
COMP0002603,CUST102468,2025-07-18,Billing,Email,Why are fees so high this cycle? Kindly look into this.,Neutral
COMP0002604,CUST102468,2024-10-09,Activation,Email,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0002605,CUST102469,2024-03-27,Activation,Call,KYC done but still not activated. Please resolve ASAP.,Neutral
COMP0002606,CUST102469,2025-03-09,Value,Email,Competitors offer more data for less. Kindly look into this.,Negative
COMP0002607,CUST102470,2024-01-18,Billing,Email,Unexpected charges on my account.,Negative
COMP0002608,CUST102470,2024-12-30,Value,Call,Competitors offer more data for less. Kindly look into this.,Negative
COMP0002609,CUST102470,2025-08-07,Coverage,App,Poor coverage in my neighborhood.,Negative
COMP0002610,CUST102471,2025-04-19,Customer_Service,Web,Chat support keeps closing my case.,Negative
COMP0002611,CUST102473,2024-05-16,Billing,Twitter,Unexpected charges on my account.,Neutral
COMP0002612,CUST102473,2024-07-05,Speed,App,Streaming keeps buffering.,Positive
COMP0002613,CUST102474,2025-06-14,Customer_Service,Call,Support is not responding to tickets.,Negative
COMP0002614,CUST102474,2025-07-28,Customer_Service,Web,Chat support keeps closing my case.,Neutral
COMP0002615,CUST102477,2025-08-10,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0002616,CUST102477,2024-06-26,Customer_Service,Call,Chat support keeps closing my case. Please resolve ASAP.,Negative
COMP0002617,CUST102481,2025-02-10,Coverage,Twitter,No bars in the office basement.,Neutral
COMP0002618,CUST102482,2025-01-05,Customer_Service,App,Support is not responding to tickets. Please resolve ASAP.,Neutral
COMP0002619,CUST102482,2025-10-29,Speed,Email,Downloads are extremely slow in the evening. Please resolve ASAP.,Negative
COMP0002620,CUST102482,2024-01-23,Coverage,Call,Coverage maps seem inaccurate.,Neutral
COMP0002621,CUST102483,2025-02-11,Network,Email,Network keeps disconnecting frequently. Please resolve ASAP.,Neutral
COMP0002622,CUST102484,2024-10-02,Activation,Web,New SIM activation is delayed. Please resolve ASAP.,Neutral
COMP0002623,CUST102485,2025-02-01,Customer_Service,Call,Support is not responding to tickets. Please resolve ASAP.,Neutral
COMP0002624,CUST102488,2024-09-13,Activation,Web,New SIM activation is delayed.,Neutral
COMP0002625,CUST102489,2025-03-15,Network,Web,SIM shows no service randomly.,Negative
COMP0002626,CUST102489,2025-09-16,Billing,Twitter,I was double charged and need a refund. Kindly look into this.,Negative
COMP0002627,CUST102491,2025-02-11,Coverage,Call,Coverage maps seem inaccurate.,Positive
COMP0002628,CUST102491,2024-07-28,Portability,Call,Port request denied without reason.,Neutral
COMP0002629,CUST102492,2025-10-09,Speed,Email,Internet speed is far below plan speed.,Negative
COMP0002630,CUST102492,2024-12-28,Network,Call,SIM shows no service randomly.,Neutral
COMP0002631,CUST102493,2025-06-09,Value,Call,Hidden charges reduce the value.,Neutral
COMP0002632,CUST102494,2024-09-21,Portability,Email,Issues while porting my number.,Positive
COMP0002633,CUST102495,2024-06-25,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0002634,CUST102496,2025-05-08,Network,Twitter,SIM shows no service randomly. Kindly look into this.,Negative
COMP0002635,CUST102497,2025-08-06,Portability,Web,Porting code (UPC) not received. Kindly look into this.,Negative
COMP0002636,CUST102498,2025-06-01,Customer_Service,Web,Chat support keeps closing my case. Please resolve ASAP.,Negative
COMP0002637,CUST102498,2024-05-11,Network,Call,SIM shows no service randomly.,Negative
COMP0002638,CUST102499,2024-09-03,Network,Call,Frequent call drops in my area. Requesting a quick fix.,Negative
COMP0002639,CUST102501,2025-03-15,Coverage,Email,No bars in the office basement.,Negative
COMP0002640,CUST102501,2025-02-10,Billing,Call,Why are fees so high this cycle? Requesting a quick fix.,Neutral
COMP0002641,CUST102503,2025-04-21,Coverage,Email,No bars in the office basement. Kindly look into this.,Negative
COMP0002642,CUST102504,2025-03-01,Activation,Email,eSIM activation failed twice.,Negative
COMP0002643,CUST102507,2025-04-18,Value,App,Hidden charges reduce the value.,Neutral
COMP0002644,CUST102507,2025-01-12,Speed,App,Internet speed is far below plan speed. Kindly look into this.,Negative
COMP0002645,CUST102507,2024-10-27,Billing,Email,Why are fees so high this cycle? Requesting a quick fix.,Negative
COMP0002646,CUST102508,2025-10-12,Customer_Service,Call,Support is not responding to tickets. Please resolve ASAP.,Neutral
COMP0002647,CUST102509,2024-06-02,Network,Call,No signal inside my home for hours. Kindly look into this.,Negative
COMP0002648,CUST102511,2025-01-29,Billing,Email,I was double charged and need a refund.,Negative
COMP0002649,CUST102511,2025-07-15,Portability,Web,Port request denied without reason. Kindly look into this.,Negative
COMP0002650,CUST102511,2024-07-30,Activation,Web,New SIM activation is delayed. Kindly look into this.,Neutral
COMP0002651,CUST102512,2024-07-05,Portability,Call,Porting code (UPC) not received.,Negative
COMP0002652,CUST102514,2024-04-21,Customer_Service,Twitter,Chat support keeps closing my case. Please resolve ASAP.,Neutral
COMP0002653,CUST102515,2025-03-16,Portability,Call,Porting code (UPC) not received. Please resolve ASAP.,Negative
COMP0002654,CUST102517,2024-04-18,Speed,Call,Speed fluctuates a lot while working. Please resolve ASAP.,Neutral
COMP0002655,CUST102517,2024-10-15,Activation,App,New SIM activation is delayed. Kindly look into this.,Neutral
COMP0002656,CUST102522,2025-10-20,Value,Email,Hidden charges reduce the value. Please resolve ASAP.,Negative
COMP0002657,CUST102522,2025-02-14,Network,Email,SIM shows no service randomly. Kindly look into this.,Neutral
COMP0002658,CUST102522,2024-04-25,Coverage,Call,Poor coverage in my neighborhood. Please resolve ASAP.,Positive
COMP0002659,CUST102523,2025-03-01,Value,Email,Not satisfied with the value of the service. Please resolve ASAP.,Neutral
COMP0002660,CUST102523,2025-07-24,Coverage,App,Signal is weak along my commute route. Please resolve ASAP.,Negative
COMP0002661,CUST102524,2024-12-30,Activation,Twitter,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0002662,CUST102527,2025-10-23,Coverage,App,Poor coverage in my neighborhood. Please resolve ASAP.,Neutral
COMP0002663,CUST102528,2024-11-15,Speed,Call,Internet speed is far below plan speed. Requesting a quick fix.,Positive
COMP0002664,CUST102528,2024-12-20,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0002665,CUST102530,2024-01-29,Value,Call,Competitors offer more data for less.,Neutral
COMP0002666,CUST102530,2025-06-18,Coverage,Email,Coverage maps seem inaccurate.,Neutral
COMP0002667,CUST102531,2024-04-22,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0002668,CUST102531,2025-10-01,Activation,App,New SIM activation is delayed.,Neutral
COMP0002669,CUST102532,2024-09-30,Billing,Email,Why are fees so high this cycle? Kindly look into this.,Neutral
COMP0002670,CUST102534,2024-03-22,Coverage,Call,No bars in the office basement. Requesting a quick fix.,Negative
COMP0002671,CUST102535,2025-08-03,Activation,Call,New SIM activation is delayed. Requesting a quick fix.,Negative
COMP0002672,CUST102536,2025-08-21,Value,Call,Not satisfied with the value of the service. Please resolve ASAP.,Negative
COMP0002673,CUST102537,2024-07-24,Value,Twitter,Competitors offer more data for less. Kindly look into this.,Positive
COMP0002674,CUST102539,2024-11-08,Customer_Service,Call,Chat support keeps closing my case. Kindly look into this.,Negative
COMP0002675,CUST102539,2024-07-10,Portability,Call,Need help to port to your network. Please resolve ASAP.,Positive
COMP0002676,CUST102540,2025-04-15,Speed,Email,Streaming keeps buffering.,Neutral
COMP0002677,CUST102540,2024-12-27,Billing,Email,Unexpected charges on my account. Please resolve ASAP.,Neutral
COMP0002678,CUST102541,2024-11-17,Value,Web,Competitors offer more data for less. Kindly look into this.,Neutral
COMP0002679,CUST102542,2024-12-29,Value,Email,Not satisfied with the value of the service.,Neutral
COMP0002680,CUST102542,2025-05-15,Activation,Web,eSIM activation failed twice.,Neutral
COMP0002681,CUST102544,2024-07-16,Value,Call,Plan price is too high for the benefits.,Neutral
COMP0002682,CUST102544,2025-02-22,Network,Twitter,No signal inside my home for hours.,Negative
COMP0002683,CUST102544,2024-05-24,Value,Call,Plan price is too high for the benefits. Kindly look into this.,Negative
COMP0002684,CUST102545,2025-01-15,Speed,Twitter,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0002685,CUST102547,2024-07-16,Portability,Twitter,Issues while porting my number.,Neutral
COMP0002686,CUST102548,2025-09-28,Network,Call,Network keeps disconnecting frequently.,Negative
COMP0002687,CUST102549,2024-08-15,Portability,Email,Need help to port to your network. Please resolve ASAP.,Neutral
COMP0002688,CUST102551,2024-01-21,Customer_Service,Call,Long wait times when I call customer care. Requesting a quick fix.,Negative
COMP0002689,CUST102551,2025-04-24,Value,Twitter,Hidden charges reduce the value.,Neutral
COMP0002690,CUST102554,2025-09-07,Portability,Email,Port request denied without reason. Please resolve ASAP.,Negative
COMP0002691,CUST102554,2024-04-13,Billing,Email,I was double charged and need a refund. Kindly look into this.,Neutral
COMP0002692,CUST102555,2025-08-22,Value,Call,Plan price is too high for the benefits. Please resolve ASAP.,Negative
COMP0002693,CUST102557,2025-10-22,Customer_Service,Call,Chat support keeps closing my case. Please resolve ASAP.,Negative
COMP0002694,CUST102557,2025-07-19,Activation,Call,KYC done but still not activated. Kindly look into this.,Neutral
COMP0002695,CUST102557,2025-05-02,Speed,Email,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0002696,CUST102558,2025-06-02,Speed,Email,Streaming keeps buffering.,Negative
COMP0002697,CUST102558,2025-06-25,Customer_Service,Email,Agent promised a callback that never came. Requesting a quick fix.,Negative
COMP0002698,CUST102559,2025-09-19,Speed,App,Downloads are extremely slow in the evening.,Negative
COMP0002699,CUST102561,2024-11-27,Portability,Call,Porting code (UPC) not received.,Neutral
COMP0002700,CUST102562,2025-01-02,Billing,Twitter,Why are fees so high this cycle? Please resolve ASAP.,Neutral
COMP0002701,CUST102567,2024-09-10,Customer_Service,Web,Long wait times when I call customer care. Please resolve ASAP.,Negative
COMP0002702,CUST102567,2024-08-27,Network,Email,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0002703,CUST102567,2024-11-09,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Negative
COMP0002704,CUST102576,2025-04-09,Speed,Call,Downloads are extremely slow in the evening.,Neutral
COMP0002705,CUST102577,2024-05-23,Speed,Call,Downloads are extremely slow in the evening.,Positive
COMP0002706,CUST102579,2025-08-02,Speed,Email,Downloads are extremely slow in the evening.,Negative
COMP0002707,CUST102580,2024-11-30,Speed,Email,Speed fluctuates a lot while working. Requesting a quick fix.,Negative
COMP0002708,CUST102581,2025-06-15,Speed,App,Speed fluctuates a lot while working. Kindly look into this.,Negative
COMP0002709,CUST102581,2025-06-18,Activation,App,KYC done but still not activated. Please resolve ASAP.,Neutral
COMP0002710,CUST102583,2024-06-09,Billing,Email,I was double charged and need a refund.,Negative
COMP0002711,CUST102583,2024-06-12,Network,App,Network keeps disconnecting frequently. Requesting a quick fix.,Negative
COMP0002712,CUST102584,2025-08-13,Activation,Email,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0002713,CUST102584,2024-08-26,Coverage,Call,Coverage maps seem inaccurate. Kindly look into this.,Neutral
COMP0002714,CUST102586,2024-11-02,Customer_Service,Web,Support is not responding to tickets.,Negative
COMP0002715,CUST102587,2024-06-22,Portability,Email,Porting code (UPC) not received.,Negative
COMP0002716,CUST102587,2025-06-10,Value,Call,Hidden charges reduce the value.,Neutral
COMP0002717,CUST102588,2024-06-04,Customer_Service,Call,Agent promised a callback that never came.,Neutral
COMP0002718,CUST102588,2025-05-04,Activation,Call,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0002719,CUST102589,2024-09-07,Speed,Call,Speed fluctuates a lot while working.,Positive
COMP0002720,CUST102591,2024-11-16,Value,Call,Hidden charges reduce the value.,Neutral
COMP0002721,CUST102592,2024-02-07,Portability,Call,Need help to port to your network. Requesting a quick fix.,Neutral
COMP0002722,CUST102593,2024-05-30,Network,App,Frequent call drops in my area.,Negative
COMP0002723,CUST102594,2025-07-03,Network,Email,Network keeps disconnecting frequently.,Neutral
COMP0002724,CUST102596,2024-03-26,Coverage,Call,Coverage maps seem inaccurate.,Positive
COMP0002725,CUST102600,2025-10-13,Network,Call,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0002726,CUST102600,2025-01-30,Billing,Twitter,My bill is incorrect this month.,Negative
COMP0002727,CUST102600,2025-09-14,Network,Call,Network keeps disconnecting frequently.,Positive
COMP0002728,CUST102601,2024-06-17,Network,Twitter,Network keeps disconnecting frequently. Please resolve ASAP.,Neutral
COMP0002729,CUST102604,2024-03-05,Value,Web,Plan price is too high for the benefits. Requesting a quick fix.,Neutral
COMP0002730,CUST102604,2024-06-18,Activation,Twitter,Port-in request stuck at activation. Please resolve ASAP.,Negative
COMP0002731,CUST102605,2025-09-10,Value,Email,Plan price is too high for the benefits.,Negative
COMP0002732,CUST102606,2024-01-24,Coverage,Email,Poor coverage in my neighborhood. Kindly look into this.,Neutral
COMP0002733,CUST102606,2024-02-27,Billing,Email,Why are fees so high this cycle?,Negative
COMP0002734,CUST102606,2024-01-24,Speed,Email,Streaming keeps buffering.,Neutral
COMP0002735,CUST102607,2024-10-21,Network,Call,No signal inside my home for hours. Kindly look into this.,Neutral
COMP0002736,CUST102608,2024-09-03,Network,Web,SIM shows no service randomly. Kindly look into this.,Negative
COMP0002737,CUST102608,2024-06-10,Activation,Call,New SIM activation is delayed. Please resolve ASAP.,Positive
COMP0002738,CUST102609,2024-05-19,Network,Call,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0002739,CUST102610,2025-07-21,Speed,Twitter,Streaming keeps buffering.,Negative
COMP0002740,CUST102611,2024-03-27,Customer_Service,Web,Support is not responding to tickets. Kindly look into this.,Neutral
COMP0002741,CUST102612,2024-08-14,Value,Email,Hidden charges reduce the value.,Neutral
COMP0002742,CUST102612,2024-10-22,Value,Web,Competitors offer more data for less.,Negative
COMP0002743,CUST102612,2024-01-22,Speed,Twitter,Streaming keeps buffering.,Neutral
COMP0002744,CUST102615,2024-03-18,Portability,App,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0002745,CUST102615,2025-02-06,Network,Email,Frequent call drops in my area. Requesting a quick fix.,Neutral
COMP0002746,CUST102615,2025-05-15,Speed,Call,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0002747,CUST102617,2024-01-18,Billing,Call,I was double charged and need a refund. Kindly look into this.,Neutral
COMP0002748,CUST102617,2024-12-02,Portability,Email,Need help to port to your network. Kindly look into this.,Negative
COMP0002749,CUST102618,2025-09-14,Portability,Web,Porting code (UPC) not received.,Negative
COMP0002750,CUST102619,2025-07-20,Speed,Email,Downloads are extremely slow in the evening.,Negative
COMP0002751,CUST102620,2025-01-13,Coverage,Call,Coverage maps seem inaccurate. Please resolve ASAP.,Negative
COMP0002752,CUST102620,2024-10-18,Portability,Call,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0002753,CUST102622,2025-05-27,Speed,Call,Streaming keeps buffering.,Negative
COMP0002754,CUST102623,2024-09-24,Portability,Twitter,Need help to port to your network.,Neutral
COMP0002755,CUST102624,2025-02-17,Speed,App,Speed fluctuates a lot while working. Please resolve ASAP.,Negative
COMP0002756,CUST102626,2024-09-09,Customer_Service,App,Long wait times when I call customer care.,Positive
COMP0002757,CUST102626,2024-04-07,Value,App,Not satisfied with the value of the service.,Positive
COMP0002758,CUST102627,2024-06-10,Network,App,No signal inside my home for hours. Please resolve ASAP.,Positive
COMP0002759,CUST102628,2025-01-10,Customer_Service,Call,Agent promised a callback that never came. Please resolve ASAP.,Negative
COMP0002760,CUST102628,2025-04-05,Speed,Email,Streaming keeps buffering. Kindly look into this.,Negative
COMP0002761,CUST102628,2024-07-29,Coverage,Call,No bars in the office basement. Kindly look into this.,Negative
COMP0002762,CUST102629,2024-10-17,Customer_Service,Call,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0002763,CUST102630,2024-11-07,Speed,Email,Streaming keeps buffering.,Negative
COMP0002764,CUST102632,2024-03-31,Billing,Call,My bill is incorrect this month. Kindly look into this.,Negative
COMP0002765,CUST102633,2025-07-02,Speed,Twitter,Streaming keeps buffering.,Neutral
COMP0002766,CUST102633,2024-06-12,Value,Call,Not satisfied with the value of the service. Kindly look into this.,Neutral
COMP0002767,CUST102634,2025-01-25,Activation,Email,KYC done but still not activated.,Neutral
COMP0002768,CUST102637,2024-01-12,Network,Email,Frequent call drops in my area.,Neutral
COMP0002769,CUST102638,2024-12-05,Value,Email,Not satisfied with the value of the service.,Positive
COMP0002770,CUST102638,2025-06-21,Speed,Call,Internet speed is far below plan speed. Please resolve ASAP.,Negative
COMP0002771,CUST102638,2024-04-19,Customer_Service,App,Long wait times when I call customer care.,Neutral
COMP0002772,CUST102641,2024-11-16,Speed,Call,Streaming keeps buffering. Kindly look into this.,Negative
COMP0002773,CUST102641,2025-02-28,Portability,Email,Issues while porting my number. Please resolve ASAP.,Negative
COMP0002774,CUST102642,2024-04-11,Coverage,App,Coverage maps seem inaccurate. Kindly look into this.,Negative
COMP0002775,CUST102643,2025-01-31,Coverage,Email,Coverage maps seem inaccurate.,Neutral
COMP0002776,CUST102643,2025-02-16,Activation,Email,Port-in request stuck at activation. Kindly look into this.,Neutral
COMP0002777,CUST102643,2024-06-20,Network,Twitter,Network keeps disconnecting frequently.,Negative
COMP0002778,CUST102646,2025-08-04,Customer_Service,Call,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0002779,CUST102646,2025-05-02,Customer_Service,App,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0002780,CUST102647,2024-09-02,Network,App,No signal inside my home for hours. Requesting a quick fix.,Neutral
COMP0002781,CUST102649,2024-01-13,Speed,Email,Internet speed is far below plan speed. Please resolve ASAP.,Neutral
COMP0002782,CUST102649,2025-05-07,Portability,Call,Issues while porting my number. Kindly look into this.,Positive
COMP0002783,CUST102650,2024-06-14,Billing,Call,Why are fees so high this cycle? Kindly look into this.,Positive
COMP0002784,CUST102652,2025-05-06,Portability,Call,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0002785,CUST102654,2025-03-16,Portability,Twitter,Need help to port to your network. Kindly look into this.,Neutral
COMP0002786,CUST102654,2024-01-06,Billing,Call,I was double charged and need a refund.,Neutral
COMP0002787,CUST102656,2025-04-30,Value,Email,Hidden charges reduce the value. Please resolve ASAP.,Negative
COMP0002788,CUST102656,2025-08-15,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0002789,CUST102657,2024-05-09,Activation,Call,New SIM activation is delayed.,Negative
COMP0002790,CUST102657,2025-04-21,Value,App,Hidden charges reduce the value. Please resolve ASAP.,Negative
COMP0002791,CUST102658,2024-08-20,Activation,Web,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0002792,CUST102660,2025-01-03,Value,Call,Hidden charges reduce the value.,Negative
COMP0002793,CUST102660,2024-04-26,Network,Twitter,Frequent call drops in my area.,Neutral
COMP0002794,CUST102660,2024-02-20,Customer_Service,Email,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0002795,CUST102661,2024-07-16,Activation,App,KYC done but still not activated.,Negative
COMP0002796,CUST102662,2025-08-25,Value,Twitter,Hidden charges reduce the value.,Negative
COMP0002797,CUST102663,2024-03-24,Customer_Service,Twitter,Chat support keeps closing my case.,Neutral
COMP0002798,CUST102663,2025-03-16,Portability,App,Port request denied without reason.,Neutral
COMP0002799,CUST102664,2025-10-17,Activation,Email,KYC done but still not activated. Please resolve ASAP.,Negative
COMP0002800,CUST102668,2024-09-11,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0002801,CUST102668,2025-07-22,Speed,Email,Streaming keeps buffering.,Negative
COMP0002802,CUST102668,2025-05-25,Network,Twitter,Network keeps disconnecting frequently.,Negative
COMP0002803,CUST102669,2024-07-13,Customer_Service,Twitter,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0002804,CUST102670,2025-09-06,Portability,Email,Port request denied without reason.,Neutral
COMP0002805,CUST102670,2025-10-24,Billing,Web,Unexpected charges on my account.,Negative
COMP0002806,CUST102672,2025-04-19,Portability,Twitter,Port request denied without reason. Kindly look into this.,Negative
COMP0002807,CUST102672,2024-10-09,Coverage,Web,Coverage maps seem inaccurate.,Positive
COMP0002808,CUST102672,2024-02-03,Network,Twitter,SIM shows no service randomly. Requesting a quick fix.,Neutral
COMP0002809,CUST102674,2024-03-09,Customer_Service,Twitter,Support is not responding to tickets.,Neutral
COMP0002810,CUST102678,2024-04-09,Activation,Call,KYC done but still not activated.,Negative
COMP0002811,CUST102678,2024-03-08,Network,Call,No signal inside my home for hours.,Negative
COMP0002812,CUST102679,2024-08-03,Customer_Service,Call,Chat support keeps closing my case.,Neutral
COMP0002813,CUST102679,2025-07-19,Billing,Call,Unexpected charges on my account. Kindly look into this.,Negative
COMP0002814,CUST102680,2024-01-28,Value,Call,Hidden charges reduce the value. Kindly look into this.,Negative
COMP0002815,CUST102680,2024-01-07,Customer_Service,Call,Agent promised a callback that never came.,Negative
COMP0002816,CUST102681,2025-06-20,Value,Call,Competitors offer more data for less. Please resolve ASAP.,Negative
COMP0002817,CUST102682,2025-02-15,Value,Call,Competitors offer more data for less.,Negative
COMP0002818,CUST102682,2024-10-11,Value,Call,Not satisfied with the value of the service.,Negative
COMP0002819,CUST102684,2025-05-02,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0002820,CUST102685,2024-09-24,Coverage,Web,Coverage maps seem inaccurate. Kindly look into this.,Neutral
COMP0002821,CUST102686,2024-02-20,Value,App,Plan price is too high for the benefits.,Neutral
COMP0002822,CUST102687,2024-10-06,Portability,Twitter,Port request denied without reason. Please resolve ASAP.,Negative
COMP0002823,CUST102688,2025-08-16,Coverage,App,Signal is weak along my commute route. Please resolve ASAP.,Neutral
COMP0002824,CUST102690,2024-08-21,Network,Twitter,No signal inside my home for hours.,Negative
COMP0002825,CUST102690,2024-09-02,Speed,Twitter,Internet speed is far below plan speed. Please resolve ASAP.,Neutral
COMP0002826,CUST102690,2025-04-11,Speed,Call,Internet speed is far below plan speed.,Negative
COMP0002827,CUST102691,2024-04-13,Coverage,App,Coverage maps seem inaccurate.,Neutral
COMP0002828,CUST102691,2025-05-26,Coverage,Email,Signal is weak along my commute route.,Neutral
COMP0002829,CUST102691,2024-06-16,Billing,Call,Why are fees so high this cycle? Please resolve ASAP.,Negative
COMP0002830,CUST102692,2025-05-13,Portability,Call,Port request denied without reason.,Negative
COMP0002831,CUST102692,2025-03-01,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0002832,CUST102693,2025-10-26,Activation,Call,eSIM activation failed twice.,Neutral
COMP0002833,CUST102694,2024-08-17,Billing,Web,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0002834,CUST102694,2025-05-28,Activation,Call,KYC done but still not activated.,Negative
COMP0002835,CUST102695,2024-07-15,Speed,Email,Speed fluctuates a lot while working. Please resolve ASAP.,Neutral
COMP0002836,CUST102695,2025-08-08,Speed,Web,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0002837,CUST102696,2025-07-17,Portability,Call,Port request denied without reason.,Neutral
COMP0002838,CUST102696,2024-10-17,Coverage,App,Signal is weak along my commute route. Requesting a quick fix.,Negative
COMP0002839,CUST102697,2025-04-04,Network,Call,No signal inside my home for hours. Requesting a quick fix.,Negative
COMP0002840,CUST102699,2024-06-25,Customer_Service,Call,Support is not responding to tickets.,Negative
COMP0002841,CUST102702,2024-07-28,Activation,Call,Port-in request stuck at activation.,Negative
COMP0002842,CUST102703,2025-05-09,Value,Twitter,Not satisfied with the value of the service. Please resolve ASAP.,Negative
COMP0002843,CUST102703,2024-05-02,Speed,Web,Downloads are extremely slow in the evening. Requesting a quick fix.,Neutral
COMP0002844,CUST102705,2025-04-05,Network,Email,Frequent call drops in my area.,Neutral
COMP0002845,CUST102705,2025-07-20,Speed,Call,Internet speed is far below plan speed. Requesting a quick fix.,Neutral
COMP0002846,CUST102705,2025-05-23,Billing,Web,I was double charged and need a refund. Kindly look into this.,Positive
COMP0002847,CUST102706,2024-06-24,Billing,Twitter,I was double charged and need a refund.,Negative
COMP0002848,CUST102707,2025-05-03,Coverage,Call,Signal is weak along my commute route. Please resolve ASAP.,Neutral
COMP0002849,CUST102709,2025-08-02,Coverage,Email,Poor coverage in my neighborhood.,Neutral
COMP0002850,CUST102710,2024-03-30,Billing,Email,Unexpected charges on my account.,Negative
COMP0002851,CUST102711,2025-01-25,Activation,Call,New SIM activation is delayed. Please resolve ASAP.,Neutral
COMP0002852,CUST102711,2024-06-24,Billing,App,Unexpected charges on my account.,Negative
COMP0002853,CUST102712,2024-01-30,Speed,Email,Internet speed is far below plan speed.,Negative
