CustomerID,Gender,Age,PlanType,ContractType,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,TenureMonths,PaymentMethod,Region,MonthlyCharges,TotalCharges,SupportCallsLast90d,AvgDownlinkMbps,ChurnProb,Churn
CUST102760,Male,40,Prepaid,One year,Yes,No,None,Yes,None,None,Yes,71,Wallet,North,247.8,17706.71,0,5.4,0.198,No
CUST102761,Male,63,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,9,Wallet,North,691.85,6332.03,1,59.5,0.502,No
CUST102762,Male,50,Prepaid,Month-to-month,No,No,Fiber,No,Yes,Yes,No,39,UPI,West,1060.43,41293.79,2,119.2,0.325,Yes
CUST102763,Male,75,Prepaid,One year,Yes,No,Fiber,Yes,None,No,None,37,BankTransfer,North,869.08,32310.4,0,119.7,0.106,No
CUST102764,Male,47,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,None,No,44,UPI,South,1089.17,47724.73,6,117.1,0.534,Yes
CUST102765,Female,62,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,No,19,UPI,North,959.74,18330.89,4,125.6,0.489,No
CUST102766,Male,73,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,35,UPI,South,593.8,20376.61,1,31.0,0.377,No
CUST102767,Female,47,Prepaid,Month-to-month,Yes,No,Fiber,No,No,None,Yes,9,UPI,West,966.7,8372.21,4,106.5,0.686,Yes
CUST102768,Male,35,Postpaid,One year,Yes,No,None,None,Yes,No,No,8,Card,West,192.28,1151.4,1,1.0,0.474,No
CUST102769,Female,79,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,None,None,38,BankTransfer,East,677.97,26139.23,2,17.8,0.423,No
CUST102770,Female,32,Prepaid,Month-to-month,No,Yes,DSL,No,None,Yes,No,53,Card,South,626.36,33165.43,1,31.0,0.299,No
CUST102771,Male,20,Prepaid,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,49,BankTransfer,North,171.81,8148.18,2,6.5,0.462,No
CUST102772,Male,54,Prepaid,One year,Yes,Yes,DSL,No,No,Yes,No,69,UPI,South,555.31,38803.87,2,31.0,0.138,No
CUST102773,Female,80,Postpaid,Month-to-month,Yes,Yes,DSL,No,Yes,None,Yes,4,Card,West,645.23,2425.89,2,22.7,0.705,Yes
CUST102774,Female,23,Postpaid,Month-to-month,Yes,No,DSL,No,None,Yes,None,31,BankTransfer,East,686.44,21384.83,2,17.8,0.556,No
CUST102775,Male,71,Postpaid,Month-to-month,Yes,Yes,Fiber,No,Yes,No,Yes,4,UPI,South,1068.2,4116.14,2,131.3,0.367,No
CUST102776,Female,70,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,Yes,26,BankTransfer,North,939.87,24595.38,2,121.9,0.538,Yes
CUST102777,Female,76,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,53,Card,South,646.03,34236.6,3,35.6,0.387,No
CUST102778,Male,44,Prepaid,Month-to-month,Yes,Yes,DSL,None,None,No,No,43,Card,West,657.21,28110.67,2,39.4,0.47,No
CUST102779,Male,34,Postpaid,One year,Yes,No,Fiber,None,No,Yes,No,15,Wallet,East,1041.93,15361.81,2,99.4,0.427,Yes
CUST102780,Male,50,Postpaid,Month-to-month,Yes,Yes,DSL,No,Yes,None,No,5,UPI,South,618.41,2950.18,2,30.5,0.642,Yes
CUST102781,Female,26,Prepaid,One year,No,Yes,Fiber,Yes,Yes,None,None,11,Card,East,911.79,9828.68,2,131.0,0.225,No
CUST102782,Female,71,Postpaid,Month-to-month,Yes,No,None,No,None,No,No,30,UPI,North,257.64,7376.9,2,1.0,0.657,Yes
CUST102783,Female,59,Prepaid,Month-to-month,No,Yes,Fiber,None,Yes,No,Yes,70,UPI,East,1088.58,76347.47,2,108.5,0.131,No
CUST102784,Female,48,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,None,Yes,28,Wallet,North,653.46,18520.12,2,18.3,0.55,No
CUST102785,Male,50,Postpaid,Month-to-month,Yes,No,Fiber,No,No,No,No,13,Card,North,1016.0,13071.85,2,104.5,0.46,No
CUST102786,Male,62,Postpaid,One year,Yes,Yes,DSL,No,No,Yes,No,19,UPI,North,624.6,11450.88,0,35.6,0.194,No
CUST102787,Male,50,Postpaid,One year,Yes,Yes,DSL,No,No,Yes,No,49,Card,East,663.44,32581.17,1,31.7,0.198,No
CUST102788,Male,70,Postpaid,One year,Yes,No,DSL,No,No,No,Yes,20,Card,West,610.82,12247.45,3,17.3,0.498,No
CUST102789,Female,76,Prepaid,Month-to-month,Yes,No,DSL,None,Yes,No,Yes,59,BankTransfer,North,591.25,34683.67,1,11.4,0.377,No
CUST102790,Female,77,Postpaid,One year,No,No,Fiber,Yes,No,No,Yes,2,Card,South,1042.41,2072.97,2,111.1,0.375,No
CUST102791,Male,57,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,24,Card,West,689.25,15990.48,2,40.4,0.514,No
CUST102792,Female,64,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,18,UPI,West,617.52,11117.01,2,17.9,0.673,Yes
CUST102793,Female,37,Postpaid,Month-to-month,Yes,No,Fiber,No,No,Yes,Yes,33,UPI,South,1124.66,37083.18,4,102.1,0.52,Yes
CUST102794,Male,20,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,28,Wallet,East,679.8,19300.28,2,27.9,0.48,Yes
CUST102795,Female,43,Postpaid,One year,Yes,Yes,Fiber,Yes,None,No,None,40,BankTransfer,North,1004.03,40211.98,2,107.1,0.118,No
CUST102796,Female,72,Prepaid,Two year,No,No,Fiber,No,None,Yes,Yes,24,Card,East,943.01,22650.41,2,136.1,0.313,Yes
CUST102797,Female,26,Postpaid,Month-to-month,Yes,No,None,No,Yes,Yes,Yes,14,Card,East,254.95,3962.13,2,5.5,0.746,Yes
CUST102798,Female,52,Prepaid,Month-to-month,Yes,Yes,Fiber,No,No,No,No,47,UPI,East,972.18,45533.73,4,115.2,0.284,No
CUST102799,Male,30,Prepaid,One year,Yes,No,Fiber,No,No,No,Yes,21,Card,North,966.26,19992.27,0,115.4,0.185,No
CUST102800,Female,45,Prepaid,Two year,Yes,Yes,DSL,No,None,Yes,Yes,63,Card,South,577.84,36586.51,2,23.0,0.176,No
CUST102801,Male,27,Postpaid,One year,Yes,No,Fiber,No,Yes,No,None,70,Wallet,North,886.27,62247.97,2,114.0,0.06,No
CUST102802,Female,64,Prepaid,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,16,BankTransfer,North,666.67,10880.56,3,53.1,0.585,No
CUST102803,Male,69,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,No,19,Card,West,681.74,12906.48,2,38.5,0.585,No
CUST102804,Male,65,Prepaid,One year,Yes,Yes,Fiber,No,Yes,No,None,69,Card,North,923.29,63564.79,0,116.7,0.038,No
CUST102805,Female,62,Postpaid,Month-to-month,No,Yes,Fiber,Yes,No,No,Yes,59,BankTransfer,North,1047.68,61564.5,4,121.1,0.363,No
CUST102806,Male,32,Postpaid,Two year,Yes,No,Fiber,None,Yes,Yes,None,32,UPI,East,995.15,31667.32,0,111.4,0.109,No
CUST102807,Male,51,Prepaid,Two year,Yes,No,DSL,No,Yes,None,None,39,Card,South,533.99,20524.61,0,38.9,0.133,No
CUST102808,Female,24,Postpaid,Two year,Yes,Yes,Fiber,Yes,No,No,No,17,UPI,South,898.14,15180.42,0,85.1,0.314,No
CUST102809,Male,41,Prepaid,Month-to-month,Yes,No,DSL,No,Yes,None,None,47,Wallet,North,645.23,30657.66,1,22.8,0.353,No
CUST102810,Female,49,Prepaid,One year,No,No,Fiber,Yes,Yes,Yes,No,68,Card,West,1018.62,69157.21,2,107.8,0.095,Yes
CUST102811,Male,60,Postpaid,One year,No,No,DSL,No,No,No,No,33,BankTransfer,West,634.87,20976.39,0,37.3,0.247,No
CUST102812,Male,24,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,31,Wallet,South,596.61,18604.34,3,28.2,0.541,Yes
CUST102813,Female,69,Prepaid,Month-to-month,Yes,No,DSL,Yes,No,None,No,42,UPI,North,662.3,27744.4,3,10.6,0.527,No
CUST102814,Male,46,Postpaid,Month-to-month,Yes,No,DSL,No,None,No,No,59,Wallet,East,617.63,36366.42,1,26.9,0.307,Yes
CUST102815,Male,73,Prepaid,Month-to-month,Yes,No,None,No,No,No,No,39,Card,East,240.9,9652.28,2,2.8,0.559,No
CUST102816,Female,51,Postpaid,Two year,Yes,Yes,DSL,Yes,Yes,No,Yes,32,BankTransfer,North,512.62,16441.12,2,42.6,0.266,No
CUST102817,Female,52,Postpaid,One year,Yes,No,None,Yes,Yes,Yes,Yes,35,UPI,South,220.12,7930.05,1,5.6,0.326,Yes
CUST102818,Male,61,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,0,UPI,North,646.51,477.56,3,27.3,0.751,Yes
CUST102819,Female,69,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,58,UPI,North,627.68,36231.46,2,28.3,0.308,No
CUST102820,Female,27,Postpaid,Month-to-month,Yes,Yes,Fiber,No,None,Yes,Yes,26,UPI,South,1095.75,28458.38,2,94.8,0.388,No
CUST102821,Female,50,Postpaid,Month-to-month,Yes,No,Fiber,Yes,No,Yes,Yes,64,UPI,South,1085.77,69455.88,2,109.5,0.168,No
CUST102822,Male,19,Prepaid,Month-to-month,Yes,No,Fiber,No,No,Yes,None,27,UPI,South,1071.08,28820.05,2,97.9,0.351,No
CUST102823,Female,47,Prepaid,One year,Yes,No,Fiber,No,None,Yes,No,18,UPI,South,923.49,16536.52,0,137.8,0.137,Yes
CUST102824,Female,69,Postpaid,One year,Yes,Yes,Fiber,Yes,No,Yes,None,64,Wallet,North,924.3,59435.78,2,112.8,0.072,No
CUST102825,Female,72,Prepaid,One year,No,No,None,No,No,Yes,Yes,9,BankTransfer,North,183.8,1674.05,1,9.1,0.337,No
CUST102826,Male,35,Postpaid,Two year,Yes,No,DSL,No,No,No,No,56,UPI,North,622.34,35348.93,0,17.4,0.136,No
CUST102827,Female,42,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,59,UPI,South,601.11,35384.23,2,23.7,0.302,No
CUST102828,Female,52,Postpaid,One year,Yes,No,None,No,No,Yes,None,16,Wallet,North,224.31,3890.18,0,1.0,0.422,No
CUST102829,Male,42,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,No,No,15,BankTransfer,East,1014.41,15567.94,2,122.8,0.362,Yes
CUST102830,Female,29,Postpaid,Month-to-month,Yes,No,Fiber,No,No,Yes,None,24,BankTransfer,East,1176.63,28222.53,2,116.0,0.41,No
CUST102831,Female,37,Postpaid,Month-to-month,Yes,No,Fiber,None,None,No,Yes,63,BankTransfer,West,1053.7,66472.54,2,111.0,0.193,No
CUST102832,Male,43,Prepaid,Month-to-month,Yes,Yes,Fiber,No,No,None,No,25,Card,West,1027.7,25869.07,2,96.9,0.42,No
CUST102833,Female,50,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,No,None,7,Card,South,978.9,6740.92,2,139.8,0.471,Yes
CUST102834,Male,76,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,No,No,29,Card,West,758.65,22333.59,2,22.3,0.578,Yes
CUST102835,Female,52,Prepaid,Month-to-month,Yes,Yes,None,None,None,No,Yes,6,UPI,West,203.28,1057.41,3,1.0,0.737,Yes
CUST102836,Female,42,Prepaid,Two year,Yes,No,Fiber,Yes,Yes,Yes,Yes,38,BankTransfer,South,964.92,36562.83,2,111.7,0.156,Yes
CUST102837,Female,59,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,No,No,13,BankTransfer,South,1046.49,13502.44,2,131.5,0.452,No
CUST102838,Male,66,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,Yes,20,Wallet,North,676.06,13566.25,3,20.8,0.604,No
CUST102839,Female,45,Prepaid,Two year,Yes,No,None,No,Yes,No,No,0,Card,West,150.0,65.57,1,1.0,0.415,Yes
CUST102840,Male,48,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,None,Yes,1,BankTransfer,South,1033.27,905.99,2,119.5,0.514,Yes
CUST102841,Female,31,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,No,Yes,54,Wallet,North,1015.35,54806.27,2,129.6,0.167,No
CUST102842,Female,72,Prepaid,Two year,Yes,No,DSL,No,No,No,No,67,Card,West,493.08,32813.46,2,27.3,0.154,No
CUST102843,Male,72,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,No,Yes,28,Card,West,1061.76,29962.19,2,118.0,0.373,No
CUST102844,Male,29,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,1,Wallet,East,553.91,692.91,1,26.3,0.654,Yes
CUST102845,Male,39,Prepaid,Month-to-month,Yes,No,Fiber,None,Yes,No,Yes,69,Card,South,1044.18,71978.97,2,112.8,0.153,No
CUST102846,Female,35,Postpaid,Month-to-month,No,No,Fiber,Yes,None,None,No,29,BankTransfer,North,982.16,28444.2,4,136.0,0.449,No
CUST102847,Male,76,Prepaid,One year,Yes,No,Fiber,Yes,No,No,No,26,UPI,East,933.11,24128.23,0,109.4,0.174,No
CUST102848,Male,22,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,No,No,57,UPI,East,950.98,54020.0,2,121.5,0.151,No
CUST102849,Male,31,Postpaid,One year,Yes,No,Fiber,No,No,Yes,No,51,Wallet,South,1045.02,53079.86,0,111.9,0.087,Yes
CUST102850,Male,37,Postpaid,One year,Yes,Yes,DSL,No,No,No,No,53,UPI,East,661.61,34880.16,0,33.5,0.183,No
CUST102851,Male,53,Postpaid,Two year,Yes,No,Fiber,No,No,No,Yes,49,UPI,North,979.59,48191.61,2,116.9,0.094,No
CUST102852,Male,33,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,No,1,Card,South,656.19,863.34,3,29.9,0.79,Yes
CUST102853,Male,51,Postpaid,Month-to-month,Yes,Yes,None,Yes,No,No,No,23,Card,South,242.92,5313.27,1,3.4,0.525,No
CUST102854,Female,65,Prepaid,Two year,Yes,No,Fiber,Yes,Yes,None,Yes,49,UPI,West,887.32,43618.41,0,106.5,0.128,No
CUST102855,Male,70,Postpaid,One year,Yes,Yes,DSL,None,None,No,No,65,BankTransfer,South,597.26,38577.7,0,26.9,0.127,No
CUST102856,Female,24,Prepaid,Month-to-month,Yes,Yes,DSL,No,None,Yes,No,46,Card,North,654.13,30242.89,3,9.3,0.541,Yes
CUST102857,Female,26,Prepaid,Month-to-month,Yes,No,DSL,None,Yes,Yes,Yes,29,Card,North,649.89,18863.62,1,29.7,0.546,No
CUST102858,Female,23,Postpaid,One year,Yes,No,None,Yes,None,Yes,Yes,65,UPI,West,150.0,9645.84,1,1.0,0.188,No
CUST102859,Male,75,Postpaid,Month-to-month,Yes,Yes,DSL,None,Yes,Yes,Yes,40,BankTransfer,West,713.11,28613.57,3,25.2,0.567,No
CUST102860,Male,59,Postpaid,Month-to-month,No,No,Fiber,None,No,Yes,Yes,9,Card,West,1099.28,10163.24,2,117.7,0.451,No
CUST102861,Female,51,Prepaid,Two year,Yes,No,DSL,No,No,Yes,No,29,Wallet,South,460.91,12991.45,0,28.9,0.309,No
CUST102862,Female,67,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,Yes,61,Wallet,East,981.62,60106.41,2,94.4,0.158,No
CUST102863,Female,54,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,31,Card,East,683.08,21016.41,3,23.7,0.508,Yes
CUST102864,Male,32,Postpaid,One year,No,Yes,DSL,No,No,Yes,Yes,40,UPI,North,609.0,24644.73,2,30.1,0.282,Yes
CUST102865,Male,50,Postpaid,Two year,Yes,No,DSL,No,No,None,None,3,BankTransfer,North,494.9,1658.01,0,43.2,0.493,No
CUST102866,Male,62,Prepaid,Month-to-month,Yes,No,DSL,No,No,None,No,48,Card,South,632.91,30155.41,1,53.4,0.292,No
CUST102867,Male,20,Prepaid,One year,Yes,No,Fiber,Yes,No,No,No,22,BankTransfer,South,959.23,20986.65,2,137.4,0.182,No
CUST102868,Female,56,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,No,6,Wallet,South,1122.9,6833.48,2,110.2,0.59,Yes
CUST102869,Male,49,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,Yes,Yes,69,UPI,South,674.45,46726.43,2,33.0,0.231,No
CUST102870,Male,22,Prepaid,Two year,No,No,None,No,None,No,No,29,Card,East,150.0,4445.22,0,13.8,0.3,No
CUST102871,Female,34,Prepaid,Month-to-month,No,No,Fiber,No,No,No,No,60,Card,East,1042.6,62634.01,2,124.4,0.175,No
CUST102872,Female,46,Prepaid,Month-to-month,Yes,No,DSL,None,No,No,No,51,UPI,West,545.47,27691.21,1,27.4,0.277,No
CUST102873,Male,39,Prepaid,One year,Yes,No,DSL,Yes,Yes,No,None,64,Card,South,507.5,32486.76,1,30.8,0.171,No
CUST102874,Male,36,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,None,No,Yes,31,BankTransfer,South,612.46,18971.59,1,32.0,0.366,No
CUST102875,Female,58,Prepaid,Month-to-month,Yes,No,Fiber,Yes,Yes,None,Yes,52,UPI,North,1054.69,54543.65,2,112.0,0.192,Yes
CUST102876,Female,43,Postpaid,One year,Yes,Yes,DSL,No,Yes,No,No,68,UPI,East,545.69,37174.02,1,30.9,0.141,Yes
CUST102877,Female,49,Postpaid,Month-to-month,No,Yes,Fiber,No,Yes,Yes,Yes,47,UPI,North,1129.97,53035.19,2,105.9,0.437,Yes
CUST102878,Female,68,Postpaid,One year,Yes,No,DSL,No,No,No,No,48,Card,West,542.1,26295.98,0,52.2,0.1,Yes
CUST102879,Female,23,Postpaid,Month-to-month,Yes,No,DSL,None,Yes,No,No,65,BankTransfer,South,579.32,37889.75,1,24.9,0.244,No
CUST102880,Male,40,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,No,25,BankTransfer,East,1012.6,25351.85,2,124.2,0.244,No
CUST102881,Male,22,Prepaid,One year,Yes,No,DSL,Yes,No,No,Yes,39,UPI,South,483.6,19081.24,0,31.1,0.208,No
CUST102882,Female,76,Prepaid,Month-to-month,Yes,Yes,None,No,No,No,Yes,53,UPI,North,295.83,15802.04,2,5.1,0.345,Yes
CUST102883,Male,29,Postpaid,Two year,Yes,Yes,DSL,No,Yes,No,No,66,Card,West,516.02,34052.84,0,35.0,0.106,No
CUST102884,Male,69,Prepaid,Two year,Yes,Yes,Fiber,No,No,None,No,58,BankTransfer,South,957.71,55264.03,4,130.2,0.168,No
CUST102885,Male,30,Prepaid,One year,Yes,No,Fiber,Yes,No,Yes,No,30,Wallet,South,934.7,28009.09,0,120.0,0.179,No
CUST102886,Female,38,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,None,No,57,BankTransfer,East,647.81,36858.41,1,37.2,0.26,Yes
CUST102887,Male,56,Prepaid,Month-to-month,Yes,Yes,None,No,Yes,Yes,No,43,Card,South,203.53,8729.67,1,8.9,0.437,No
CUST102888,Male,70,Postpaid,Two year,Yes,No,DSL,Yes,None,None,Yes,33,Card,East,668.86,22026.61,1,16.2,0.332,Yes
CUST102889,Male,29,Postpaid,Month-to-month,Yes,Yes,DSL,None,No,Yes,No,34,Wallet,East,622.56,21387.72,2,29.4,0.431,Yes
CUST102890,Male,31,Postpaid,One year,Yes,No,DSL,Yes,Yes,No,No,55,BankTransfer,West,447.39,24849.24,0,27.0,0.146,No
CUST102891,Female,73,Postpaid,One year,Yes,Yes,DSL,None,No,None,No,1,Card,East,613.01,515.38,2,35.3,0.582,No
CUST102892,Male,38,Prepaid,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,69,UPI,North,578.75,39668.85,1,36.2,0.401,No
CUST102893,Female,31,Prepaid,Month-to-month,Yes,No,Fiber,None,No,No,No,14,Card,East,1040.22,14368.94,2,120.5,0.543,Yes
CUST102894,Male,64,Prepaid,One year,Yes,No,Fiber,No,No,No,No,50,Wallet,East,946.53,47574.84,2,123.1,0.139,No
CUST102895,Female,23,Postpaid,Month-to-month,No,Yes,Fiber,Yes,Yes,No,Yes,67,UPI,North,1053.53,70777.91,2,120.9,0.1,No
CUST102896,Female,72,Postpaid,Month-to-month,No,Yes,Fiber,Yes,None,No,Yes,15,Card,East,1059.65,15666.83,2,113.6,0.485,No
CUST102897,Female,73,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,43,Card,South,650.46,27676.41,1,41.8,0.446,No
CUST102898,Female,71,Postpaid,One year,Yes,Yes,Fiber,No,Yes,No,No,39,Card,East,981.94,38177.41,2,125.3,0.177,No
CUST102899,Male,36,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,3,UPI,North,622.36,2226.24,4,48.6,0.798,Yes
CUST102900,Female,25,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,No,Yes,47,BankTransfer,North,1005.11,47324.01,4,117.7,0.345,Yes
CUST102901,Female,44,Postpaid,One year,Yes,Yes,DSL,No,No,No,No,70,BankTransfer,South,681.42,47652.13,0,23.8,0.14,No
CUST102902,Female,39,Postpaid,One year,No,Yes,Fiber,No,No,Yes,No,65,Card,North,1065.48,69231.07,2,98.4,0.07,No
CUST102903,Female,78,Postpaid,Two year,Yes,No,Fiber,No,No,Yes,No,67,BankTransfer,West,876.38,58341.19,2,142.7,0.09,No
CUST102904,Female,57,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,35,BankTransfer,East,680.13,23746.17,1,34.9,0.488,No
CUST102905,Female,77,Prepaid,Two year,Yes,No,None,No,Yes,Yes,No,51,UPI,North,150.0,7898.03,2,12.6,0.28,Yes
CUST102906,Female,65,Postpaid,One year,Yes,No,Fiber,Yes,No,No,Yes,17,UPI,South,937.74,15862.71,2,136.9,0.248,No
CUST102907,Female,63,Postpaid,One year,Yes,Yes,DSL,No,No,None,No,20,Card,West,440.08,8752.77,3,31.3,0.484,No
CUST102908,Male,25,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,67,Wallet,East,663.73,44535.73,2,22.7,0.325,Yes
CUST102909,Male,22,Prepaid,Month-to-month,No,Yes,DSL,None,Yes,No,No,21,Card,South,617.57,12744.16,1,38.9,0.516,No
CUST102910,Male,20,Postpaid,Month-to-month,Yes,No,DSL,No,None,None,Yes,52,BankTransfer,South,747.8,38952.19,1,27.6,0.298,No
CUST102911,Male,55,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,None,Yes,63,UPI,South,682.37,42823.75,2,11.7,0.278,No
CUST102912,Male,30,Postpaid,Month-to-month,Yes,Yes,Fiber,No,Yes,Yes,No,45,Card,South,1104.59,49606.69,2,135.0,0.226,Yes
CUST102913,Male,80,Postpaid,Two year,No,No,Fiber,None,No,No,None,4,Card,North,986.9,3871.95,2,108.9,0.338,No
CUST102914,Male,26,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,None,69,Wallet,East,722.59,49783.2,1,22.5,0.213,No
CUST102915,Male,77,Postpaid,Two year,Yes,Yes,Fiber,No,No,No,No,17,UPI,North,974.38,16584.89,0,127.6,0.263,No
CUST102916,Female,60,Postpaid,Month-to-month,Yes,No,Fiber,None,None,No,No,72,UPI,South,1149.24,82730.56,2,99.7,0.226,No
CUST102917,Female,24,Prepaid,One year,Yes,Yes,None,Yes,Yes,Yes,None,12,Wallet,West,150.0,1763.61,0,5.8,0.39,No
CUST102918,Female,21,Postpaid,Month-to-month,Yes,Yes,Fiber,No,None,No,No,25,UPI,South,1055.63,26415.13,2,122.3,0.459,No
CUST102919,Male,42,Postpaid,One year,Yes,Yes,None,No,Yes,Yes,None,52,BankTransfer,South,168.57,8584.09,0,15.5,0.155,No
CUST102920,Male,39,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,No,No,3,Wallet,South,652.43,1525.74,1,35.9,0.645,No
CUST102921,Female,37,Prepaid,Two year,No,Yes,Fiber,None,No,No,No,27,BankTransfer,North,892.42,24093.62,2,127.1,0.219,No
CUST102922,Male,51,Postpaid,Month-to-month,No,No,Fiber,No,No,None,Yes,65,Card,East,1161.63,75368.44,2,128.8,0.13,No
CUST102923,Female,26,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,No,No,66,Wallet,East,1124.77,74325.75,2,134.5,0.13,No
CUST102924,Male,26,Postpaid,Two year,No,No,DSL,None,Yes,No,No,39,UPI,North,611.16,23724.85,0,25.2,0.301,Yes
CUST102925,Male,61,Prepaid,Month-to-month,Yes,Yes,None,No,Yes,Yes,No,58,UPI,South,226.1,12734.23,1,1.0,0.333,Yes
CUST102926,Female,80,Prepaid,One year,Yes,Yes,None,Yes,Yes,None,No,57,BankTransfer,South,150.0,8526.03,2,1.0,0.231,Yes
CUST102927,Male,35,Postpaid,Month-to-month,No,No,DSL,Yes,Yes,No,None,71,Card,West,708.92,50543.63,2,36.1,0.231,No
CUST102928,Male,76,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,Yes,No,31,Card,South,651.6,20262.17,1,26.9,0.466,Yes
CUST102929,Female,39,Postpaid,Month-to-month,Yes,No,DSL,Yes,None,No,No,21,BankTransfer,East,701.57,14448.85,1,23.8,0.58,No
CUST102930,Male,39,Prepaid,Month-to-month,Yes,Yes,Fiber,No,No,Yes,No,64,UPI,West,1145.92,73213.8,2,130.5,0.181,No
CUST102931,Female,23,Postpaid,Month-to-month,Yes,No,DSL,No,None,Yes,No,34,UPI,North,709.29,24016.52,2,35.5,0.514,No
CUST102932,Male,44,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,43,BankTransfer,East,590.64,25360.74,4,45.5,0.516,Yes
CUST102933,Male,49,Prepaid,One year,No,No,DSL,None,Yes,No,None,48,Wallet,East,514.8,24593.0,0,32.6,0.118,No
CUST102934,Female,59,Postpaid,Two year,Yes,No,Fiber,No,No,Yes,Yes,58,Card,North,992.09,57189.98,4,125.3,0.106,No
CUST102935,Male,27,Prepaid,Month-to-month,Yes,Yes,DSL,None,No,No,No,71,Card,West,668.19,47413.99,1,25.8,0.199,No
CUST102936,Female,29,Prepaid,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,26,Card,West,678.94,17938.91,1,8.7,0.597,Yes
CUST102937,Female,45,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,Yes,None,25,Wallet,South,656.04,16270.31,1,24.5,0.559,No
CUST102938,Female,22,Prepaid,One year,Yes,No,DSL,No,No,Yes,No,64,Card,East,498.0,31623.28,0,22.5,0.144,No
CUST102939,Male,27,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,23,UPI,South,756.83,17692.01,3,16.4,0.646,Yes
CUST102940,Female,57,Prepaid,One year,Yes,Yes,Fiber,None,No,Yes,Yes,47,Wallet,North,1017.14,48189.77,2,121.6,0.138,No
CUST102941,Female,78,Prepaid,Month-to-month,Yes,Yes,DSL,None,No,Yes,Yes,45,BankTransfer,West,610.72,27400.85,2,39.1,0.502,Yes
CUST102942,Female,54,Postpaid,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,32,Card,East,618.32,19833.78,0,25.3,0.277,No
CUST102943,Male,27,Postpaid,One year,Yes,No,DSL,No,Yes,None,No,48,Wallet,South,609.29,29290.07,0,33.9,0.119,No
CUST102944,Female,80,Postpaid,Month-to-month,Yes,No,None,No,None,Yes,No,52,Card,West,261.42,13771.6,2,1.0,0.429,Yes
CUST102945,Male,50,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,Yes,Yes,13,UPI,South,972.04,12413.12,2,118.4,0.543,No
